title	short_title	link	saleprice	oldprice	reviews	percentoff
TerraMaster F2-221 NAS 2bay Cloud Storage Intel Dual Core 2.0GHz Plex Media Server Network Storage (Diskless)	TerraMaster F2-221 NAS 2b	/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_black-friday_sr_pg4_1?ie=UTF8&adId=A05260631P27RZUOS923C&url=%2FTerraMaster-F2-221-Storage-Network-Diskless%2Fdp%2FB07JNDQFM7%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252027%26s%3Dblack-friday%26sr%3D1-50-spons%26psc%3D1&qualifier=1606252030&id=4938069792243971&widgetName=sp_atf_next	183.99	229.99	250	20.0008696
TerraMaster F5-221 NAS 5bay Cloud Storage Intel Dual Core 2.0GHz Plex Media Server Network Storage (Diskless)	TerraMaster F5-221 NAS 5b	/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_black-friday_sr_pg2_1?ie=UTF8&adId=A0296483117MOGZAYU38R&url=%2FTerraMaster-F5-221-Storage-Network-Diskless%2Fdp%2FB07JMWT9TQ%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252021%26s%3Dblack-friday%26sr%3D1-28-spons%26psc%3D1&qualifier=1606252024&id=6810469943219796&widgetName=sp_mtf	255.99	319.99	250	20.00062502
ZOSI 5MP 8CH CCTV Camera System H.265+ Video DVR with 2TB Hard Drive, 8x 5MP Surveillance Outdoor Security Bullet Cameras Weatherproof IP66 120ft Night Vision Remote Access Motion Detection	ZOSI 5MP 8CH CCTV Camera 	/ZOSI-Surveillance-Security-Weatherproof-Detection/dp/B0875ZBCLF/ref=sr_1_38?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252024&s=black-friday&sr=1-38	279.99	349.99	51	20.00057144
Reolink 4MP 8CH PoE CCTV Kit, 4pcs Wired 1440P Outdoor IP Camera and 2TB HDD NVR Camera Security Camera Systems, Continuous Recording Night Vision Motion Detection Remote Access, RLK8-410B2D2	Reolink 4MP 8CH PoE CCTV 	/Reolink-Security-Outdoor-Detection-RLK8-410B2D2-4MP/dp/B07QQQLVF2/ref=sr_1_73?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252030&s=black-friday&sr=1-73	292.79	365.99	49	20.00054646
Reolink 4K Ultra HD PoE CCTV Outdoor Security Camera System, 6pcs 8MP Four Times 1080P IP Cameras, 8-Channel NVR with 2TB HDD for 24/7 Recording Digitally Zoom 100ft Night Vision, RLK8-800B6	Reolink 4K Ultra HD PoE C	/NEW%E3%80%91Reolink-Security-Outdoor-Digitally-RLK8-800B6/dp/B07WCNSZ4Z/ref=sr_1_140?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252043&s=black-friday&sr=1-140	537.59	671.99	107	20.00029762
Reolink 4K 16CH PoE Security CCTV Camera Systems, 8pcs 8MP PoE IP Security Cameras Outdoor, 16-Channel NVR 8MP with 3TB HDD, 24/7 Video Surveillance Recording for Home Business, RLK16-800B8	Reolink 4K 16CH PoE Secur	/Reolink-16-Channel-Surveillance-Recording-RLK16-800B8-16ch-Poe-Cctv-Camera-System/dp/B082WQYSY3/ref=sr_1_113?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252040&s=black-friday&sr=1-113	711.99	889.99	50	20.00022472
ACEPC Mini PC,Intel Celeron N3350,4GB DDR3 64GB eMMC,Windows 10 Pro Mini Computer Desktop,Support 2.5'' SATA SSD/HDD,Dual WiFi 2.4/5G,Bluetooth 4.2,4K HD	ACEPC Mini PC,Intel Celer	/ACEPC-Celeron-Windows-Computer-Bluetooth/dp/B08HRRY9P5/ref=sr_1_163?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252049&s=black-friday&sr=1-163	111.92	139.9	29	20
HUNDA USB Car Charger, 45W/9A Rapid USB Car Charger 5-Ports Car Cigarette Lighter Multi Socket (12V-24V) with Smart Identification for iPhone 11/Xs/XR/X, iPad Pro/Air/Mini, Kindle Tablet and More	HUNDA USB Car Charger, 45	/HUNDA-Charger-Charging-Identification-Multi-Protection/dp/B014KNTKMG/ref=sr_1_161?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252049&s=black-friday&sr=1-161	11.16	13.95	455	20
August DVB415 - Box Recorder 1080p HD - HDMI and Scart Set Top Box with PVR for Recording Your Favourite Shows	August DVB415 - Box Recor	/August-Freeview-Recorder-1080p-DVB415-Black/dp/B00Q38S9BU/ref=sr_1_97?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252033&s=black-friday&sr=1-97	26.36	32.95	0	20
YESKAMO Long Range Wireless Outdoor Home CCTV Camera System [Floodlight & Audio] 3MP Spotlight WiFi Security IP 4 Cameras Kit, 8CH NVR Recorder with 2TB Hard Drive,Video Surveillance Cameras Set	YESKAMO Long Range Wirele	/YESKAMO-Wireless-Floodlight-Spotlight-Surveillance-8CH-NVR-4-Cams-2TB/dp/B07RRCDQ2S/ref=sr_1_45?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252024&s=black-friday&sr=1-45	267.2	334	285	20
YESKAMO Wireless CCTV Camera System Outdoor [ Floodlight & Monitor & Audio] 1080P Spotlight Home Security IP Cameras WiFi Kit, 16inch IPS Monitor & 2TB Hard Drive, 8CH Video Surveillance Cameras Set	YESKAMO Wireless CCTV Cam	/YESKAMO-Wireless-Floodlight-Spotlight-Surveillance-16-nvr-Monitor-4-Cams-2tb/dp/B07XTGQ475/ref=sr_1_48?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252024&s=black-friday&sr=1-48	343.2	429	120	20
August DVB415 - Box Recorder 1080p HD - HDMI and Scart Set Top Box with PVR for Recording Your Favourite Shows	August DVB415 - Box Recor	/August-Freeview-Recorder-1080p-DVB415-Black/dp/B00Q38S9BU/ref=sr_1_101?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252037&s=black-friday&sr=1-101	26.36	32.95	0	20
Corsair Crystal 570X RGB Mirror Tempered Glass Premium ATX Mid Tower Case - Black	Corsair Crystal 570X RGB 	/Corsair-Crystal-Mirror-Tempered-Premium/dp/B077YDZ29S/ref=sr_1_134?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252043&s=black-friday&sr=1-134	152.99	189.99	263	19.4747092
Samsung 860 EVO 2TB 2.5 Inch SATA III Internal SSD (MZ-76E2T0B/AM)	Samsung 860 EVO 2TB 2.5 I	/Samsung-Inch-Internal-MZ-76E2T0B-AM/dp/B0786QNSBD/ref=sr_1_116?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252040&s=black-friday&sr=1-116	184.35	228.22	0	19.22267987
AmazonBasics USB Type-C to Micro-B 2.0 Cable - 15.2 cm - Black	AmazonBasics USB Type-C t	/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_black-friday_sr_pg5_1?ie=UTF8&adId=A04901783FS551H2L5BHU&url=%2FAmazonBasics-USB-Type-C-Micro-B-Cable%2Fdp%2FB01LONQ7R6%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252030%26s%3Dblack-friday%26sr%3D1-65-spons%26psc%3D1&qualifier=1606252033&id=8894685183270966&widgetName=sp_atf_next	5.93	7.09	0	16.36107193
Vantec NexStar Gx USB 3.1 Gen 2 Type-C 2.5â€ SATA SSD/HDD Enclosure for 9.5mm & 7mm Height Drive; Comes with C to C and C to A Cable; Aluminum Casing; (NST-271C31-BK)	Vantec NexStar Gx USB 3.1	/Vantec-NexStar-Enclosure-Aluminum-NST-271C31-BK/dp/B072YLWP4Z/ref=sr_1_133?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252043&s=black-friday&sr=1-133	24.25	28.81	711	15.82783756
Amazon Basics USB 3.0 A to B Cable (3 ft / 0.9m)	Amazon Basics USB 3.0 A t	/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_black-friday_sr_pg5_1?ie=UTF8&adId=A09488673NX41TMJW85N2&url=%2FAmazon-Basics-USB-Cable-0-9m-Black%2Fdp%2FB00NH142KI%2Fref%3Dsr_1_76_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252030%26s%3Dblack-friday%26sr%3D1-76-spons%26psc%3D1&qualifier=1606252033&id=8894685183270966&widgetName=sp_mtf	5.49	6.49	0	15.40832049
Amazon Basics USB 3.0 A to B Cable (3 ft / 0.9m)	Amazon Basics USB 3.0 A t	/Amazon-Basics-USB-Cable-0-9m-Black/dp/B00NH142KI/ref=sr_1_87?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252033&s=black-friday&sr=1-87	5.49	6.49	0	15.40832049
AmazonBasics USB 2.0 A-Male to Micro B Cable (2 Pack), 6 feet, Black	AmazonBasics USB 2.0 A-Ma	/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_black-friday_sr_pg6_1?ie=UTF8&adId=A07942581LCBX238SB1B6&url=%2FAmazonBasics-Male-Micro-Cable-Black%2Fdp%2FB071S5NPG9%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252033%26s%3Dblack-friday%26sr%3D1-81-spons%26psc%3D1&qualifier=1606252037&id=8707428640077521&widgetName=sp_atf_next	5.24	6.19	0	15.34733441
AmazonBasics USB 2.0 A-Male to Micro B Cable (2 Pack), 6 feet, Black	AmazonBasics USB 2.0 A-Ma	/AmazonBasics-Male-Micro-Cable-Black/dp/B071S5NPG9/ref=sr_1_82?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252030&s=black-friday&sr=1-82	5.24	6.19	0	15.34733441
Dell XPS 8000 Gaming Desktop PC (Black) - (Intel Core i7-9700, 8 GB RAM, 512 GB SSD + 1 TB HDD, Nvidia GeForce GTX 1660 Ti 6 GB GDDR6, Windows 10)	Dell XPS 8000 Gaming Desk	/Dell-8000-Gaming-Desktop-Black/dp/B07T14TNBW/ref=sr_1_102?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252037&s=black-friday&sr=1-102	1104.99	1299.99	7	15.00011539
AmazonBasics High Speed USB 3.0 Cable - A-Male to B-Male - 9 Feet (2.7 Meters)	AmazonBasics High Speed U	/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_black-friday_sr_pg4_1?ie=UTF8&adId=A0173119D71S6AEYO5FR&url=%2FAmazonBasics-USB-3-0-Cable-Feet-Black%2Fdp%2FB00I83XF76%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252027%26s%3Dblack-friday%26sr%3D1-49-spons%26psc%3D1&qualifier=1606252030&id=4938069792243971&widgetName=sp_atf_next	7.22	8.49	0	14.95877503
AmazonBasics High Speed USB 3.0 Cable - A-Male to B-Male - 9 Feet (2.7 Meters)	AmazonBasics High Speed U	/AmazonBasics-USB-3-0-Cable-Feet-Black/dp/B00I83XF76/ref=sr_1_83?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252030&s=black-friday&sr=1-83	7.22	8.49	0	14.95877503
Vantec NST-272S3-BK Nexstar GX USB 3.0 Dual 2.5" SATA SSD/HDD RAID Enclosure, Black	Vantec NST-272S3-BK Nexst	/Vantec-NST-272S3-BK-Nexstar-Enclosure-Black/dp/B074NM3ZXS/ref=sr_1_138?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252043&s=black-friday&sr=1-138	29.84	34.93	109	14.57200115
AmazonBasics USB 2.0 4-Port Ultra Mini Hub; Bus-powered	AmazonBasics USB 2.0 4-Po	/AmazonBasics-4-Port-Ultra-Mini-Bus-powered/dp/B003M0NURK/ref=sr_1_84?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252033&s=black-friday&sr=1-84	6.22	7.27	0	14.44291609
Corsair Carbide SPEC Series SPEC-01 Aggressive Red LED Mid Tower Gaming Case	Corsair Carbide SPEC Seri	/Corsair-Carbide-SPEC-01-Aggressive-Gaming/dp/B00I6BJATW/ref=sr_1_88?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252033&s=black-friday&sr=1-88	41.99	48.84	0	14.02538903
SanDisk Ultra 128 GB microSDXC Memory Card + SD Adapter with A1 App Performance Up to 100 MB/s, Class 10, U1	SanDisk Ultra 128 GB micr	/SanDisk-microSDXC-Memory-Adapter-Performance/dp/B073JYC4XM/ref=sr_1_67?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252030&s=black-friday&sr=1-67	13.99	15.99	0	12.50781739
ANNKE 8+2CH 5MP H.265+ DVR CCTV Camera Systems, 4x HD 2.0MP Outdoor Bullet Security Camera, Weatherproof, Smart Motion Detection, Remote Access, Mobile Viewing, Email Alerts, NO HDD	ANNKE 8+2CH 5MP H.265+ DV	/ANNKE-Recorder-All-weather-Adaptation-Compression/dp/B013SL9WM4/ref=sr_1_123?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252040&s=black-friday&sr=1-123	98.24	109.99	309	10.68278934
Housse de protection Case Logic VHS101 pour disque dur 2,5" (Noir)	Housse de protection Case	/Caselogic-VHS101-Nylon-Portable-Case/dp/B001S0RUFY/ref=sr_1_63?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252027&s=black-friday&sr=1-63	9.99	11.17	813	10.56401074
SENTRY SAFE 1200 Ultimate Fire Protection Cartridge 1200BLK â€“ UL Classified 1/2hr Protection / ETL Verified 1/2hr Digital Media Protection â€“ Best Fireproof Fire Resistant Storage Box with Key Lock	SENTRY SAFE 1200 Ultimate	/1200-Ultimate-Protection-Cartridge-1200BLK/dp/B008HZUI1G/ref=sr_1_67?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252027&s=black-friday&sr=1-67	54.7	60.15	0	9.060681629
Western Digital WD40EFRX SATA Hard Drive	Western Digital WD40EFRX 	/Western-Digital-WD40EFRX-SATA-Drive/dp/B01A3U0H40/ref=sr_1_12?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-12	109.23	120.06	62	9.020489755
G-Technology G-DRIVE 10 TB with USB G1, Black/Blue	G-Technology G-DRIVE 10 T	/G-Technology-G-DRIVE-External-Hard-Drive/dp/B01LW82T5M/ref=sr_1_32?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-32	235.99	257.92	175	8.502636476
Icy Dock 4 Bay 2.5 Sas Sata Mobile Rack	Icy Dock 4 Bay 2.5 Sas Sa	/Icy-Dock-Sata-Mobile-Rack/dp/B00V5JHOXQ/ref=sr_1_56?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252027&s=black-friday&sr=1-56	57.91	62.77	297	7.742552175
G-Technology 2TB G-DRIVE Mobile SSD up to 560 MB/s, Portable Storage, Drop, Shock and Water Resistant	G-Technology 2TB G-DRIVE 	/G-Technology-G-DRIVE-Ruggedized-Portable-Storage/dp/B0765LJWFZ/ref=sr_1_37?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252024&s=black-friday&sr=1-37	373.99	397.49	956	5.912098418
Epessa Mouse Pouch,Stick-On Laptop Organizer,Portable Storage Pocket for External Hard Drive,Stylus Pens,Wireless Mouse, Cables,Earphones|Compatible with MacBook and Ipad	Epessa Mouse Pouch,Stick-	/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_black-friday_sr_pg2_1?ie=UTF8&adId=A07824563R48TEA9OOIA1&url=%2FEpessa-Organizer-Portable-Earphones-Compatible-Black%2Fdp%2FB08G17FQBJ%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252021%26s%3Dblack-friday%26sr%3D1-17-spons%26psc%3D1&qualifier=1606252024&id=6810469943219796&widgetName=sp_atf_next	15.99	15.99	0	0
TiMOVO Hard Travel Organizer Case Bag with Hand Strap for Media Accessories, Mobile Power, Charger Cords, USB Cables, Power Bank Battery, Portable Hard Drive, SD Memory Card, Earphones - Gray	TiMOVO Hard Travel Organi	/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_black-friday_sr_pg5_1?ie=UTF8&adId=A1041222Z7RG2IXG3WII&url=%2FTiMOVO-Organizer-Accessories-Portable-Earphones-Gray%2Fdp%2FB0868M3WRQ%2Fref%3Dsr_1_75_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252030%26s%3Dblack-friday%26sr%3D1-75-spons%26psc%3D1&qualifier=1606252033&id=8894685183270966&widgetName=sp_mtf	12.99	12.99	0	0
LTGEM Hard Case for Hard Case for SanDisk 250GB / 500GB / 1TB / 2TB Extreme Portable SSD	LTGEM Hard Case for Hard 	/LTGEM-SanDisk-250GB-Extreme-Portable/dp/B087JPC49T/ref=sr_1_54?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252027&s=black-friday&sr=1-54	6.71	6.71	0	0
Jennov 4CH Wireless Wifi CCTV Camera Systems 1080P with 12 Inch Monitor Home Security Surveillance IP Camera Kit Outdoor Waterproof Motion Detection Email Alert Pre-installed 1TB Hard Drive	Jennov 4CH Wireless Wifi 	/Jennov-Surveillance-Waterproof-Detection-Pre-installed-Black-Wifi-Kit-Monitor/dp/B07TKZPD1D/ref=sr_1_55?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252027&s=black-friday&sr=1-55	231.9	231.9	281	0
ASENNO SSD 1TB 960GB 2.5 Inch SSD SATAIII 6GB/s Up To 560MB/s With 1024M cache Internal Solid State Drive for Notebook Tablet Desktop PC	ASENNO SSD 1TB 960GB 2.5 	/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_black-friday_sr_pg4_1?ie=UTF8&adId=A03993082X3EGPOSEMFQ&url=%2FASENNO-SATAIII-Internal-Notebook-Desktop%2Fdp%2FB07VGFBX5H%2Fref%3Dsr_1_59_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252027%26s%3Dblack-friday%26sr%3D1-59-spons%26psc%3D1&qualifier=1606252030&id=4938069792243971&widgetName=sp_mtf	79.99	79.99	0	0
SilverStone SST-FS304B - 4 Bay Aluminium Trayless Hot Swap Mobile Rack Backplane with Fan and Lock for SAS/SATA HDD, black	SilverStone SST-FS304B - 	/SilverStone-SST-FS304B-Aluminium-Trayless-Backplane/dp/B019LS5U7Y/ref=sr_1_68?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252030&s=black-friday&sr=1-68	92.29	92.29	20	0
Jumper EZbox i3 Mini PC Desktop 8GB Ram 128GB Intel i3 CPU Windows 10 Computer 1000Mbps LAN Dual WiFi,Dual HD,USB 3.0, Gigabit Ethernet, Intel HD graphics.	Jumper EZbox i3 Mini PC D	/jumper-Desktop-Windows-Computer-1000Mbps/dp/B083K798F5/ref=sr_1_131?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252043&s=black-friday&sr=1-131	203.99	203.99	25	0
Unitek Aluminum USB 3.0 to SATA Dual Bay External Hard Drive Docking Station with UASP for 2.5/3.5-inch HDD SSD, Hard Drive Duplicator/Offline Clone Function (2 x 16TB Support)-Silver	Unitek Aluminum USB 3.0 t	/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_black-friday_sr_pg2_1?ie=UTF8&adId=A06289351X7GXU9WL85DU&url=%2FUNITEK-Aluminum-External-3-5-inch-Duplicator%2Fdp%2FB0151BDW9S%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252021%26s%3Dblack-friday%26sr%3D1-18-spons%26psc%3D1&qualifier=1606252024&id=6810469943219796&widgetName=sp_atf_next	34.99	34.99	348	0
Bewinner HDD Hard Drive Slot Cover, Hard Disk Slot Cover for PS4, HDD Hard Disk Drive Slot Door Cover for PS4 Pro	Bewinner HDD Hard Drive S	/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_black-friday_sr_pg4_1?ie=UTF8&adId=A0104563JB7BVO1A6RNA&url=%2FBewinner-Hard-Drive-Slot-Cover-default%2Fdp%2FB07PNJ2HFP%2Fref%3Dsr_1_70_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252027%26s%3Dblack-friday%26sr%3D1-70-spons%26psc%3D1&qualifier=1606252030&id=4938069792243971&widgetName=sp_btf	6.39	6.39	4	0
TOPESEL 10 X 4GB USB 2.0 Memory Stick USB Flash Drive Cap Design USB Pen Drive with Led Indicator, Mix Colors: Black Blue Green Red Silver)	TOPESEL 10 X 4GB USB 2.0 	/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_black-friday_sr_pg4_1?ie=UTF8&adId=A08597153OFMCSBSIESWA&url=%2FTOPESEL-Memory-Design-Indicator-Colors%2Fdp%2FB07S9TXRFG%2Fref%3Dsr_1_69_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252027%26s%3Dblack-friday%26sr%3D1-69-spons%26psc%3D1&qualifier=1606252030&id=4938069792243971&widgetName=sp_btf	30.99	30.99	152	0
COAYU C560 Robot Vacuum Cleaner with Camera, Alexa App Control,Vacuum and Mop Hybird 2 in 1,Anti-Fall for Hard floors to Low-Pile Carpets(Red)	COAYU C560 Robot Vacuum C	/COAYU-C560-Cleaner-Anti-Fall-Low-Pile/dp/B07RZZHRRZ/ref=sr_1_165?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252049&s=black-friday&sr=1-165	199.99	199.99	139	0
[2020 New]Jennov 1080P Wireless Security Camera System Outdoor Indoor with One-Way Audio Wifi Bullet IP Camera IP66 Waterproof Home CCTV Surveillance Night Vision (1TB HDD)	[2020 New]Jennov 1080P Wi	/Jennov-Wireless-Security-Waterproof-Surveillance/dp/B08CRDBGVN/ref=sr_1_68?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252027&s=black-friday&sr=1-68	159.27	159.27	3	0
ARCANITE 1TB USB 3.1 Flash Drive, USB Memory Stick, optimal read speeds up to 400 MB/s	ARCANITE 1TB USB 3.1 Flas	/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_black-friday_sr_pg4_1?ie=UTF8&adId=A02098211L8GMT21DINDX&url=%2FARCANITE-1TB-USB-Flash-Drive%2Fdp%2FB07RW85C2N%2Fref%3Dsr_1_60_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252027%26s%3Dblack-friday%26sr%3D1-60-spons%26psc%3D1&qualifier=1606252030&id=4938069792243971&widgetName=sp_mtf	199.99	199.99	0	0
Jennov 2MP Wireless CCTV Camera 1080P Security IP Camera Outdoor For Home Wifi Surveillance Two-Way Audio,HD Night Vision Pre-installed in 32G SD Card	Jennov 2MP Wireless CCTV 	/Jennov-Wireless-Security-Surveillance-Pre-installed/dp/B08CXGHW7J/ref=sr_1_169?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252049&s=black-friday&sr=1-169	26.19	26.19	1	0
5A Ultra FAST / Quick Premium Quality Charging USB C Type C to Type C Braided USB 3.1 Data Sync 5GB Data Transfer 4K @ 60Hz Thunderbolt 3, 60W 20V/3A Power Delivery USB-IF certified, Rose Gold 1m	5A Ultra FAST / Quick Pre	/Charging-Transfer-Thunderbolt-Delivery-certified/dp/B084FG548C/ref=sr_1_170?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252049&s=black-friday&sr=1-170	5.13	5.13	0	0
Lazmin SATA Network Adaptor, Interface Network Adaptor HDD Hard Disk Adapter for Sony PS2 game Compatible Network Card	Lazmin SATA Network Adapt	/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_black-friday_sr_pg5_1?ie=UTF8&adId=A05214802AVHU2VFS7FKA&url=%2FLazmin-Network-Adaptor-Interface-Compatible-default%2Fdp%2FB07R4YNJGW%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252030%26s%3Dblack-friday%26sr%3D1-66-spons%26psc%3D1&qualifier=1606252033&id=8894685183270966&widgetName=sp_atf_next	17.99	17.99	14	0
LJY 50 Pieces Antistatic Resealable Large Size Bags for Motherboard HDD and Electronic Device, 21cm x 24cm	LJY 50 Pieces Antistatic 	/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_black-friday_sr_pg5_1?ie=UTF8&adId=A02477681PM40897O1MYS&url=%2FLJY-Antistatic-Resealable-Motherboard-Electronic%2Fdp%2FB06XP8CY9S%2Fref%3Dsr_1_85_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252030%26s%3Dblack-friday%26sr%3D1-85-spons%26psc%3D1&qualifier=1606252033&id=8894685183270966&widgetName=sp_btf	11.99	11.99	72	0
Targus Strike Large Gaming Travel Backpack with Security Pockets and Protection Sleeves for 17.3-Inch Laptops, Black/Red (TSB900US)	Targus Strike Large Gamin	/Targus-Strike-17-3-Inch-Backpack-TSB900EU/dp/B01KIUEBWY/ref=sr_1_84?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252030&s=black-friday&sr=1-84	71.67	71.67	221	0
OtterBox Defender Series case for Samsung Galaxy Note 8 - Black	OtterBox Defender Series 	/OtterBox-Defender-case-Samsung-Galaxy/dp/B00Z7RKU3S/ref=sr_1_110?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252037&s=black-friday&sr=1-110	18.8	18.8	0	0
Seagate STEB8000402 Expansion External	Seagate STEB8000402 Expan	/Seagate-Retail-8TB-Expansion-Desktop/dp/B07ML82XRJ/ref=sr_1_33?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252021&s=black-friday&sr=1-33	137.99	137.99	324	0
AmazonBasicsVertical Stand & USB 3.0 Hub for Xbox One X,Black	AmazonBasicsVertical Stan	/AmazonBasicsVertical-Stand-USB-Xbox-Black/dp/B073ZF736S/ref=sr_1_121?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252040&s=black-friday&sr=1-121	21.45	21.45	2018	0
LONNKY Weatherproof Microphone Audio Pickup Device, Sound Voice Pickup Kit for CCTV Security Camera Surveillance,with 60 ft (18.3m) Cable and 12V 2A Power Supply	LONNKY Weatherproof Micro	/LONNKY-Intelligent-supporting-Intelligence-Detection/dp/B07CB7S9Y1/ref=sr_1_118?dchild=1&keywords=hard+drive&psr=EY17&qid=1606252040&s=black-friday&sr=1-118	19.99	19.99	3	0
TERRAMASTER D2-310 USB Type C External Hard Drive RAID Enclosure USB3.1 (Gen1, 5Gbps) 2-Bay RAID Storage Support RAID 0/1/Single (Diskless)	TERRAMASTER D2-310 USB Ty	/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_black-friday_sr_pg2_1?ie=UTF8&adId=A10277242GL9UGDSYAPFH&url=%2FTerraMaster-D2-310-External-Enclosure-Diskless%2Fdp%2FB01CS4TNQC%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dhard%2Bdrive%26psr%3DEY17%26qid%3D1606252021%26s%3Dblack-friday%26sr%3D1-27-spons%26psc%3D1&qualifier=1606252024&id=6810469943219796&widgetName=sp_mtf	139.99	139.99	295	0
